0x00000000 STATUS_WAIT_0
0xC0000064 STATUS_NO_SUCH_USER
0xC0000065 STATUS_GROUP_EXISTS
0xC0000066 STATUS_NO_SUCH_GROUP
0xC0000067 STATUS_MEMBER_IN_GROUP
0xC0000068 STATUS_MEMBER_NOT_IN_GROUP
0xC0000069 STATUS_LAST_ADMIN
0xC000006A STATUS_WRONG_PASSWORD
0xC000006B STATUS_ILL_FORMED_PASSWORD
0xC000006C STATUS_PASSWORD_RESTRICTION
0xC000006D STATUS_LOGON_FAILURE
0xC000006E STATUS_ACCOUNT_RESTRICTION
0xC000006F STATUS_INVALID_LOGON_HOURS
0xC0000070 STATUS_INVALID_WORKSTATION
0xC0000071 STATUS_PASSWORD_EXPIRED
0xC0000072 STATUS_ACCOUNT_DISABLED
0xC0000073 STATUS_NONE_MAPPED
0xC0000074 STATUS_TOO_MANY_LUIDS_REQUESTED
0xC0000075 STATUS_LUIDS_EXHAUSTED
0xC0000076 STATUS_INVALID_SUB_AUTHORITY
0xC0000077 STATUS_INVALID_ACL
0xC0000078 STATUS_INVALID_SID
0xC0000079 STATUS_INVALID_SECURITY_DESCR
0xC000007A STATUS_PROCEDURE_NOT_FOUND
0xC000007B STATUS_INVALID_IMAGE_FORMAT
0xC000007C STATUS_NO_TOKEN
0xC000007D STATUS_BAD_INHERITANCE_ACL
0xC000007E STATUS_RANGE_NOT_LOCKED
0xC000007F STATUS_DISK_FULL
0xC0000080 STATUS_SERVER_DISABLED
0xC0000081 STATUS_SERVER_NOT_DISABLED
0xC0000082 STATUS_TOO_MANY_GUIDS_REQUESTED
0xC0000083 STATUS_GUIDS_EXHAUSTED
0xC0000084 STATUS_INVALID_ID_AUTHORITY
0xC0000085 STATUS_AGENTS_EXHAUSTED
0xC0000086 STATUS_INVALID_VOLUME_LABEL
0xC0000087 STATUS_SECTION_NOT_EXTENDED
0xC0000088 STATUS_NOT_MAPPED_DATA
0xC0000089 STATUS_RESOURCE_DATA_NOT_FOUND
0xC000008A STATUS_RESOURCE_TYPE_NOT_FOUND
0xC000008B STATUS_RESOURCE_NAME_NOT_FOUND
0xC000008C STATUS_ARRAY_BOUNDS_EXCEEDED
0xC000008D STATUS_FLOAT_DENORMAL_OPERAND
0xC000008E STATUS_FLOAT_DIVIDE_BY_ZERO
0xC000008F STATUS_FLOAT_INEXACT_RESULT
0xC0000090 STATUS_FLOAT_INVALID_OPERATION
0xC0000091 STATUS_FLOAT_OVERFLOW
0xC0000092 STATUS_FLOAT_STACK_CHECK
0xC0000093 STATUS_FLOAT_UNDERFLOW
0xC0000094 STATUS_INTEGER_DIVIDE_BY_ZERO
0xC0000095 STATUS_INTEGER_OVERFLOW
0xC0000096 STATUS_PRIVILEGED_INSTRUCTION
0xC0000097 STATUS_TOO_MANY_PAGING_FILES
0xC0000098 STATUS_FILE_INVALID
0xC0000099 STATUS_ALLOTTED_SPACE_EXCEEDED
0xC000009A STATUS_INSUFFICIENT_RESOURCES
0xC000009B STATUS_DFS_EXIT_PATH_FOUND
0xC000009C STATUS_DEVICE_DATA_ERROR
0xC000009D STATUS_DEVICE_NOT_CONNECTED
0xC000009E STATUS_DEVICE_POWER_FAILURE
0xC000009F STATUS_FREE_VM_NOT_AT_BASE
0xC00000A0 STATUS_MEMORY_NOT_ALLOCATED
0xC00000A1 STATUS_WORKING_SET_QUOTA
0xC00000A2 STATUS_MEDIA_WRITE_PROTECTED
0xC00000A3 STATUS_DEVICE_NOT_READY
0xC00000A4 STATUS_INVALID_GROUP_ATTRIBUTES
0xC00000A5 STATUS_BAD_IMPERSONATION_LEVEL
0xC00000A6 STATUS_CANT_OPEN_ANONYMOUS
0xC00000A7 STATUS_BAD_VALIDATION_CLASS
0xC00000A8 STATUS_BAD_TOKEN_TYPE
0xC00000A9 STATUS_BAD_MASTER_BOOT_RECORD
0xC00000AA STATUS_INSTRUCTION_MISALIGNMENT
0xC00000AB STATUS_INSTANCE_NOT_AVAILABLE
0xC00000AC STATUS_PIPE_NOT_AVAILABLE
0xC00000AD STATUS_INVALID_PIPE_STATE
0xC00000AE STATUS_PIPE_BUSY
0xC00000AF STATUS_ILLEGAL_FUNCTION
0xC00000B0 STATUS_PIPE_DISCONNECTED
0xC00000B1 STATUS_PIPE_CLOSING
0xC00000B2 STATUS_PIPE_CONNECTED
0xC00000B3 STATUS_PIPE_LISTENING
0xC00000B4 STATUS_INVALID_READ_MODE
0xC00000B5 STATUS_IO_TIMEOUT
0xC00000B6 STATUS_FILE_FORCED_CLOSED
0xC00000B7 STATUS_PROFILING_NOT_STARTED
0xC00000B8 STATUS_PROFILING_NOT_STOPPED
0xC00000B9 STATUS_COULD_NOT_INTERPRET
0xC00000BA STATUS_FILE_IS_A_DIRECTORY
0xC00000BB STATUS_NOT_SUPPORTED
0xC00000BC STATUS_REMOTE_NOT_LISTENING
0xC00000BD STATUS_DUPLICATE_NAME
0xC00000BE STATUS_BAD_NETWORK_PATH
0xC00000BF STATUS_NETWORK_BUSY
0xC00000C0 STATUS_DEVICE_DOES_NOT_EXIST
0xC00000C1 STATUS_TOO_MANY_COMMANDS
0xC00000C2 STATUS_ADAPTER_HARDWARE_ERROR
0xC00000C3 STATUS_INVALID_NETWORK_RESPONSE
0xC00000C4 STATUS_UNEXPECTED_NETWORK_ERROR
0xC00000C5 STATUS_BAD_REMOTE_ADAPTER
0xC00000C6 STATUS_PRINT_QUEUE_FULL
0xC00000C7 STATUS_NO_SPOOL_SPACE
0xC00000C8 STATUS_PRINT_CANCELLED
0xC00000C9 STATUS_NETWORK_NAME_DELETED
0xC00000CA STATUS_NETWORK_ACCESS_DENIED
0xC00000CB STATUS_BAD_DEVICE_TYPE
0xC00000CC STATUS_BAD_NETWORK_NAME
0xC00000CD STATUS_TOO_MANY_NAMES
0xC00000CE STATUS_TOO_MANY_SESSIONS
0xC00000CF STATUS_SHARING_PAUSED
0xC00000D0 STATUS_REQUEST_NOT_ACCEPTED
0xC00000D1 STATUS_REDIRECTOR_PAUSED
0xC00000D2 STATUS_NET_WRITE_FAULT
0xC00000D3 STATUS_PROFILING_AT_LIMIT
0xC00000D4 STATUS_NOT_SAME_DEVICE
0xC00000D5 STATUS_FILE_RENAMED
0xC00000D6 STATUS_VIRTUAL_CIRCUIT_CLOSED
0xC00000D7 STATUS_NO_SECURITY_ON_OBJECT
0xC00000D8 STATUS_CANT_WAIT
0xC00000D9 STATUS_PIPE_EMPTY
0xC00000DA STATUS_CANT_ACCESS_DOMAIN_INFO
0xC00000DB STATUS_CANT_TERMINATE_SELF
0xC00000DC STATUS_INVALID_SERVER_STATE
0xC00000DD STATUS_INVALID_DOMAIN_STATE
0xC00000DE STATUS_INVALID_DOMAIN_ROLE
0xC00000DF STATUS_NO_SUCH_DOMAIN
0xC00000E0 STATUS_DOMAIN_EXISTS
0xC00000E1 STATUS_DOMAIN_LIMIT_EXCEEDED
0xC00000E2 STATUS_OPLOCK_NOT_GRANTED
0xC00000E3 STATUS_INVALID_OPLOCK_PROTOCOL
0xC00000E4 STATUS_INTERNAL_DB_CORRUPTION
0xC00000E5 STATUS_INTERNAL_ERROR
0xC00000E6 STATUS_GENERIC_NOT_MAPPED
0xC00000E7 STATUS_BAD_DESCRIPTOR_FORMAT
0xC00000E8 STATUS_INVALID_USER_BUFFER
0xC00000E9 STATUS_UNEXPECTED_IO_ERROR
0xC00000EA STATUS_UNEXPECTED_MM_CREATE_ERR
0xC00000EB STATUS_UNEXPECTED_MM_MAP_ERROR
0xC00000EC STATUS_UNEXPECTED_MM_EXTEND_ERR
0xC00000ED STATUS_NOT_LOGON_PROCESS
0xC00000EE STATUS_LOGON_SESSION_EXISTS
0xC00000EF STATUS_INVALID_PARAMETER_1
0xC00000F0 STATUS_INVALID_PARAMETER_2
0xC00000F1 STATUS_INVALID_PARAMETER_3
0xC00000F2 STATUS_INVALID_PARAMETER_4
0xC00000F3 STATUS_INVALID_PARAMETER_5
0xC00000F4 STATUS_INVALID_PARAMETER_6
0xC00000F5 STATUS_INVALID_PARAMETER_7
0xC00000F6 STATUS_INVALID_PARAMETER_8
0xC00000F7 STATUS_INVALID_PARAMETER_9
0xC00000F8 STATUS_INVALID_PARAMETER_10
0xC00000F9 STATUS_INVALID_PARAMETER_11
0xC00000FA STATUS_INVALID_PARAMETER_12
0xC00000FB STATUS_REDIRECTOR_NOT_STARTED
0xC00000FC STATUS_REDIRECTOR_STARTED
0xC00000FD STATUS_STACK_OVERFLOW
0xC00000FE STATUS_NO_SUCH_PACKAGE
0xC00000FF STATUS_BAD_FUNCTION_TABLE
0xC0000100 STATUS_VARIABLE_NOT_FOUND
0xC0000101 STATUS_DIRECTORY_NOT_EMPTY
0xC0000102 STATUS_FILE_CORRUPT_ERROR
0xC0000103 STATUS_NOT_A_DIRECTORY
0xC0000104 STATUS_BAD_LOGON_SESSION_STATE
0xC0000105 STATUS_LOGON_SESSION_COLLISION
0xC0000106 STATUS_NAME_TOO_LONG
0xC0000107 STATUS_FILES_OPEN
0xC0000108 STATUS_CONNECTION_IN_USE
0xC0000109 STATUS_MESSAGE_NOT_FOUND
0xC000010A STATUS_PROCESS_IS_TERMINATING
0xC000010B STATUS_INVALID_LOGON_TYPE
0xC000010C STATUS_NO_GUID_TRANSLATION
0xC000010D STATUS_CANNOT_IMPERSONATE
0xC000010E STATUS_IMAGE_ALREADY_LOADED
0xC000010F STATUS_ABIOS_NOT_PRESENT
0xC0000110 STATUS_ABIOS_LID_NOT_EXIST
0xC0000111 STATUS_ABIOS_LID_ALREADY_OWNED
0xC0000112 STATUS_ABIOS_NOT_LID_OWNER
0xC0000113 STATUS_ABIOS_INVALID_COMMAND
0xC0000114 STATUS_ABIOS_INVALID_LID
0xC0000115 STATUS_ABIOS_SELECTOR_NOT_AVAILABLE
0xC0000116 STATUS_ABIOS_INVALID_SELECTOR
0xC0000117 STATUS_NO_LDT
0xC0000118 STATUS_INVALID_LDT_SIZE
0xC0000119 STATUS_INVALID_LDT_OFFSET
0xC000011A STATUS_INVALID_LDT_DESCRIPTOR
0xC000011B STATUS_INVALID_IMAGE_NE_FORMAT
0xC000011C STATUS_RXACT_INVALID_STATE
0xC000011D STATUS_RXACT_COMMIT_FAILURE
0xC000011E STATUS_MAPPED_FILE_SIZE_ZERO
0xC000011F STATUS_TOO_MANY_OPENED_FILES
0xC0000120 STATUS_CANCELLED
0xC0000121 STATUS_CANNOT_DELETE
0xC0000122 STATUS_INVALID_COMPUTER_NAME
0xC0000123 STATUS_FILE_DELETED
0xC0000124 STATUS_SPECIAL_ACCOUNT
0xC0000125 STATUS_SPECIAL_GROUP
0xC0000126 STATUS_SPECIAL_USER
0xC0000127 STATUS_MEMBERS_PRIMARY_GROUP
0xC0000128 STATUS_FILE_CLOSED
0xC0000129 STATUS_TOO_MANY_THREADS
0xC000012A STATUS_THREAD_NOT_IN_PROCESS
0xC000012B STATUS_TOKEN_ALREADY_IN_USE
0xC000012C STATUS_PAGEFILE_QUOTA_EXCEEDED
0xC000012D STATUS_COMMITMENT_LIMIT
0xC000012E STATUS_INVALID_IMAGE_LE_FORMAT
0xC000012F STATUS_INVALID_IMAGE_NOT_MZ
0xC0000130 STATUS_INVALID_IMAGE_PROTECT
0xC0000131 STATUS_INVALID_IMAGE_WIN_16
0xC0000132 STATUS_LOGON_SERVER_CONFLICT
0xC0000133 STATUS_TIME_DIFFERENCE_AT_DC
0xC0000134 STATUS_SYNCHRONIZATION_REQUIRED
0xC0000135 STATUS_DLL_NOT_FOUND
0xC0000136 STATUS_OPEN_FAILED
0xC0000137 STATUS_IO_PRIVILEGE_FAILED
0xC0000138 STATUS_ORDINAL_NOT_FOUND
0xC0000139 STATUS_ENTRYPOINT_NOT_FOUND
0xC000013A STATUS_CONTROL_C_EXIT
0xC000013B STATUS_LOCAL_DISCONNECT
0xC000013C STATUS_REMOTE_DISCONNECT
0xC000013D STATUS_REMOTE_RESOURCES
0xC000013E STATUS_LINK_FAILED
0xC000013F STATUS_LINK_TIMEOUT
0xC0000140 STATUS_INVALID_CONNECTION
0xC0000141 STATUS_INVALID_ADDRESS
0xC0000142 STATUS_DLL_INIT_FAILED
0xC0000143 STATUS_MISSING_SYSTEMFILE
0xC0000144 STATUS_UNHANDLED_EXCEPTION
0xC0000145 STATUS_APP_INIT_FAILURE
0xC0000146 STATUS_PAGEFILE_CREATE_FAILED
0xC0000147 STATUS_NO_PAGEFILE
0xC0000148 STATUS_INVALID_LEVEL
0xC0000149 STATUS_WRONG_PASSWORD_CORE
0xC000014A STATUS_ILLEGAL_FLOAT_CONTEXT
0xC000014B STATUS_PIPE_BROKEN
0xC000014C STATUS_REGISTRY_CORRUPT
0xC000014D STATUS_REGISTRY_IO_FAILED
0xC000014E STATUS_NO_EVENT_PAIR
0xC000014F STATUS_UNRECOGNIZED_VOLUME
0xC0000150 STATUS_SERIAL_NO_DEVICE_INITED
0xC0000151 STATUS_NO_SUCH_ALIAS
0xC0000152 STATUS_MEMBER_NOT_IN_ALIAS
0xC0000153 STATUS_MEMBER_IN_ALIAS
0xC0000154 STATUS_ALIAS_EXISTS
0xC0000155 STATUS_LOGON_NOT_GRANTED
0xC0000156 STATUS_TOO_MANY_SECRETS
0xC0000157 STATUS_SECRET_TOO_LONG
0xC0000158 STATUS_INTERNAL_DB_ERROR
