0x00000000 STATUS_SUCCESS
0xC0000017 STATUS_NO_MEMORY
0xC0000018 STATUS_CONFLICTING_ADDRESSES
0xC0000019 STATUS_NOT_MAPPED_VIEW
0xC000001A STATUS_UNABLE_TO_FREE_VM
0xC000001B STATUS_UNABLE_TO_DELETE_SECTION
0xC000001C STATUS_INVALID_SYSTEM_SERVICE
0xC000001D STATUS_ILLEGAL_INSTRUCTION
0xC000001E STATUS_INVALID_LOCK_SEQUENCE
0xC000001F STATUS_INVALID_VIEW_SIZE
0xC0000020 STATUS_INVALID_FILE_FOR_SECTION
0xC0000021 STATUS_ALREADY_COMMITTED
0xC0000022 STATUS_ACCESS_DENIED
0xC0000023 STATUS_BUFFER_TOO_SMALL
0xC0000024 STATUS_OBJECT_TYPE_MISMATCH
0xC0000025 STATUS_NONCONTINUABLE_EXCEPTION
0xC0000026 STATUS_INVALID_DISPOSITION
0xC0000027 STATUS_UNWIND
0xC0000028 STATUS_BAD_STACK
0xC0000029 STATUS_INVALID_UNWIND_TARGET
0xC000002A STATUS_NOT_LOCKED
0xC000002B STATUS_PARITY_ERROR
0xC000002C STATUS_UNABLE_TO_DECOMMIT_VM
0xC000002D STATUS_NOT_COMMITTED
0xC000002E STATUS_INVALID_PORT_ATTRIBUTES
0xC000002F STATUS_PORT_MESSAGE_TOO_LONG
0xC0000030 STATUS_INVALID_PARAMETER_MIX
0xC0000031 STATUS_INVALID_QUOTA_LOWER
0xC0000032 STATUS_DISK_CORRUPT_ERROR
0xC0000033 STATUS_OBJECT_NAME_INVALID
0xC0000034 STATUS_OBJECT_NAME_NOT_FOUND
0xC0000035 STATUS_OBJECT_NAME_COLLISION
0xC0000036 STATUS_PORT_DO_NOT_DISTURB
0xC0000037 STATUS_PORT_DISCONNECTED
0xC0000038 STATUS_DEVICE_ALREADY_ATTACHED
0xC0000039 STATUS_OBJECT_PATH_INVALID
0xC000003A STATUS_OBJECT_PATH_NOT_FOUND
0xC000003B STATUS_OBJECT_PATH_SYNTAX_BAD
0xC000003C STATUS_DATA_OVERRUN
0xC000003D STATUS_DATA_LATE_ERROR
0xC000003E STATUS_DATA_ERROR
0xC000003F STATUS_CRC_ERROR
0xC0000040 STATUS_SECTION_TOO_BIG
0xC0000041 STATUS_PORT_CONNECTION_REFUSED
0xC0000042 STATUS_INVALID_PORT_HANDLE
0xC0000043 STATUS_SHARING_VIOLATION
0xC0000044 STATUS_QUOTA_EXCEEDED
0xC0000045 STATUS_INVALID_PAGE_PROTECTION
0xC0000046 STATUS_MUTANT_NOT_OWNED
0xC0000047 STATUS_SEMAPHORE_LIMIT_EXCEEDED
0xC0000048 STATUS_PORT_ALREADY_SET
0xC0000049 STATUS_SECTION_NOT_IMAGE
0xC000004A STATUS_SUSPEND_COUNT_EXCEEDED
0xC000004B STATUS_THREAD_IS_TERMINATING
0xC000004C STATUS_BAD_WORKING_SET_LIMIT
0xC000004D STATUS_INCOMPATIBLE_FILE_MAP
0xC000004E STATUS_SECTION_PROTECTION
0xC000004F STATUS_EAS_NOT_SUPPORTED
0xC0000050 STATUS_EA_TOO_LARGE
0xC0000051 STATUS_NONEXISTENT_EA_ENTRY
0xC0000052 STATUS_NO_EAS_ON_FILE
0xC0000053 STATUS_EA_CORRUPT_ERROR
0xC0000054 STATUS_FILE_LOCK_CONFLICT
0xC0000055 STATUS_LOCK_NOT_GRANTED
0xC0000056 STATUS_DELETE_PENDING
0xC0000057 STATUS_CTL_FILE_NOT_SUPPORTED
0xC0000058 STATUS_UNKNOWN_REVISION
0xC0000059 STATUS_REVISION_MISMATCH
0xC000005A STATUS_INVALID_OWNER
0xC000005B STATUS_INVALID_PRIMARY_GROUP
0xC000005C STATUS_NO_IMPERSONATION_TOKEN
0xC000005D STATUS_CANT_DISABLE_MANDATORY
0xC000005E STATUS_NO_LOGON_SERVERS
0xC000005F STATUS_NO_SUCH_LOGON_SESSION
0xC0000060 STATUS_NO_SUCH_PRIVILEGE
0xC0000061 STATUS_PRIVILEGE_NOT_HELD
0xC0000062 STATUS_INVALID_ACCOUNT_NAME
0xC0000063 STATUS_USER_EXISTS
0xC0000064 STATUS_NO_SUCH_USER
0xC0000065 STATUS_GROUP_EXISTS
0xC0000066 STATUS_NO_SUCH_GROUP
0xC0000067 STATUS_MEMBER_IN_GROUP
0xC0000068 STATUS_MEMBER_NOT_IN_GROUP
0xC0000069 STATUS_LAST_ADMIN
0xC000006A STATUS_WRONG_PASSWORD
0xC000006B STATUS_ILL_FORMED_PASSWORD
0xC000006C STATUS_PASSWORD_RESTRICTION
0xC000006D STATUS_LOGON_FAILURE
0xC000006E STATUS_ACCOUNT_RESTRICTION
0xC000006F STATUS_INVALID_LOGON_HOURS
0xC0000070 STATUS_INVALID_WORKSTATION
0xC0000071 STATUS_PASSWORD_EXPIRED
0xC0000072 STATUS_ACCOUNT_DISABLED
0xC0000073 STATUS_NONE_MAPPED
0xC0000074 STATUS_TOO_MANY_LUIDS_REQUESTED
0xC0000075 STATUS_LUIDS_EXHAUSTED
0xC0000076 STATUS_INVALID_SUB_AUTHORITY
0xC0000077 STATUS_INVALID_ACL
0xC0000078 STATUS_INVALID_SID
0xC0000079 STATUS_INVALID_SECURITY_DESCR
0xC000007A STATUS_PROCEDURE_NOT_FOUND
0xC000007B STATUS_INVALID_IMAGE_FORMAT
0xC000007C STATUS_NO_TOKEN
0xC000007D STATUS_BAD_INHERITANCE_ACL
0xC000007E STATUS_RANGE_NOT_LOCKED
0xC000007F STATUS_DISK_FULL
0xC0000080 STATUS_SERVER_DISABLED
0xC0000081 STATUS_SERVER_NOT_DISABLED
0xC0000082 STATUS_TOO_MANY_GUIDS_REQUESTED
0xC0000083 STATUS_GUIDS_EXHAUSTED
0xC0000084 STATUS_INVALID_ID_AUTHORITY
0xC0000085 STATUS_AGENTS_EXHAUSTED
0xC0000086 STATUS_INVALID_VOLUME_LABEL
0xC0000087 STATUS_SECTION_NOT_EXTENDED
0xC0000088 STATUS_NOT_MAPPED_DATA
0xC0000089 STATUS_RESOURCE_DATA_NOT_FOUND
0xC000008A STATUS_RESOURCE_TYPE_NOT_FOUND
0xC000008B STATUS_RESOURCE_NAME_NOT_FOUND
0xC000008C STATUS_ARRAY_BOUNDS_EXCEEDED
0xC000008D STATUS_FLOAT_DENORMAL_OPERAND
0xC000008E STATUS_FLOAT_DIVIDE_BY_ZERO
0xC000008F STATUS_FLOAT_INEXACT_RESULT
0xC0000090 STATUS_FLOAT_INVALID_OPERATION
0xC0000091 STATUS_FLOAT_OVERFLOW
0xC0000092 STATUS_FLOAT_STACK_CHECK
0xC0000093 STATUS_FLOAT_UNDERFLOW
0xC0000094 STATUS_INTEGER_DIVIDE_BY_ZERO
0xC0000095 STATUS_INTEGER_OVERFLOW
0xC0000096 STATUS_PRIVILEGED_INSTRUCTION
0xC0000097 STATUS_TOO_MANY_PAGING_FILES
0xC0000098 STATUS_FILE_INVALID
0xC0000099 STATUS_ALLOTTED_SPACE_EXCEEDED
0xC000009A STATUS_INSUFFICIENT_RESOURCES
0xC000009B STATUS_DFS_EXIT_PATH_FOUND
0xC000009C STATUS_DEVICE_DATA_ERROR
0xC000009D STATUS_DEVICE_NOT_CONNECTED
0xC000009E STATUS_DEVICE_POWER_FAILURE
0xC000009F STATUS_FREE_VM_NOT_AT_BASE
0xC00000A0 STATUS_MEMORY_NOT_ALLOCATED
0xC00000A1 STATUS_WORKING_SET_QUOTA
0xC00000A2 STATUS_MEDIA_WRITE_PROTECTED
0xC00000A3 STATUS_DEVICE_NOT_READY
0xC00000A4 STATUS_INVALID_GROUP_ATTRIBUTES
0xC00000A5 STATUS_BAD_IMPERSONATION_LEVEL
0xC00000A6 STATUS_CANT_OPEN_ANONYMOUS
0xC00000A7 STATUS_BAD_VALIDATION_CLASS
0xC00000A8 STATUS_BAD_TOKEN_TYPE
0xC00000A9 STATUS_BAD_MASTER_BOOT_RECORD
0xC00000AA STATUS_INSTRUCTION_MISALIGNMENT
0xC00000AB STATUS_INSTANCE_NOT_AVAILABLE
0xC00000AC STATUS_PIPE_NOT_AVAILABLE
0xC00000AD STATUS_INVALID_PIPE_STATE
0xC00000AE STATUS_PIPE_BUSY
0xC00000AF STATUS_ILLEGAL_FUNCTION
0xC00000B0 STATUS_PIPE_DISCONNECTED
0xC00000B1 STATUS_PIPE_CLOSING
0xC00000B2 STATUS_PIPE_CONNECTED
0xC00000B3 STATUS_PIPE_LISTENING
0xC00000B4 STATUS_INVALID_READ_MODE
0xC00000B5 STATUS_IO_TIMEOUT
0xC00000B6 STATUS_FILE_FORCED_CLOSED
0xC00000B7 STATUS_PROFILING_NOT_STARTED
0xC00000B8 STATUS_PROFILING_NOT_STOPPED
0xC00000B9 STATUS_COULD_NOT_INTERPRET
0xC00000BA STATUS_FILE_IS_A_DIRECTORY
0xC00000BB STATUS_NOT_SUPPORTED
0xC00000BC STATUS_REMOTE_NOT_LISTENING
0xC00000BD STATUS_DUPLICATE_NAME
0xC00000BE STATUS_BAD_NETWORK_PATH
0xC00000BF STATUS_NETWORK_BUSY
0xC00000C0 STATUS_DEVICE_DOES_NOT_EXIST
0xC00000C1 STATUS_TOO_MANY_COMMANDS
0xC00000C2 STATUS_ADAPTER_HARDWARE_ERROR
0xC00000C3 STATUS_INVALID_NETWORK_RESPONSE
0xC00000C4 STATUS_UNEXPECTED_NETWORK_ERROR
0xC00000C5 STATUS_BAD_REMOTE_ADAPTER
0xC00000C6 STATUS_PRINT_QUEUE_FULL
0xC00000C7 STATUS_NO_SPOOL_SPACE
0xC00000C8 STATUS_PRINT_CANCELLED
0xC00000C9 STATUS_NETWORK_NAME_DELETED
0xC00000CA STATUS_NETWORK_ACCESS_DENIED
0xC00000CB STATUS_BAD_DEVICE_TYPE
0xC00000CC STATUS_BAD_NETWORK_NAME
0xC00000CD STATUS_TOO_MANY_NAMES
0xC00000CE STATUS_TOO_MANY_SESSIONS
0xC00000CF STATUS_SHARING_PAUSED
0xC00000D0 STATUS_REQUEST_NOT_ACCEPTED
0xC00000D1 STATUS_REDIRECTOR_PAUSED
0xC00000D2 STATUS_NET_WRITE_FAULT
0xC00000D3 STATUS_PROFILING_AT_LIMIT
0xC00000D4 STATUS_NOT_SAME_DEVICE
0xC00000D5 STATUS_FILE_RENAMED
0xC00000D6 STATUS_VIRTUAL_CIRCUIT_CLOSED
0xC00000D7 STATUS_NO_SECURITY_ON_OBJECT
0xC00000D8 STATUS_CANT_WAIT
0xC00000D9 STATUS_PIPE_EMPTY
0xC00000DA STATUS_CANT_ACCESS_DOMAIN_INFO
0xC00000DB STATUS_CANT_TERMINATE_SELF
0xC00000DC STATUS_INVALID_SERVER_STATE
0xC00000DD STATUS_INVALID_DOMAIN_STATE
0xC00000DE STATUS_INVALID_DOMAIN_ROLE
0xC00000DF STATUS_NO_SUCH_DOMAIN
0xC00000E0 STATUS_DOMAIN_EXISTS
0xC00000E1 STATUS_DOMAIN_LIMIT_EXCEEDED
0xC00000E2 STATUS_OPLOCK_NOT_GRANTED
0xC00000E3 STATUS_INVALID_OPLOCK_PROTOCOL
0xC00000E4 STATUS_INTERNAL_DB_CORRUPTION
0xC00000E5 STATUS_INTERNAL_ERROR
0xC00000E6 STATUS_GENERIC_NOT_MAPPED
0xC00000E7 STATUS_BAD_DESCRIPTOR_FORMAT
0xC00000E8 STATUS_INVALID_USER_BUFFER
0xC00000E9 STATUS_UNEXPECTED_IO_ERROR
0xC00000EA STATUS_UNEXPECTED_MM_CREATE_ERR
0xC00000EB STATUS_UNEXPECTED_MM_MAP_ERROR
0xC00000EC STATUS_UNEXPECTED_MM_EXTEND_ERR
0xC00000ED STATUS_NOT_LOGON_PROCESS
0xC00000EE STATUS_LOGON_SESSION_EXISTS
0xC00000EF STATUS_INVALID_PARAMETER_1
0xC00000F0 STATUS_INVALID_PARAMETER_2
0xC00000F1 STATUS_INVALID_PARAMETER_3
0xC00000F2 STATUS_INVALID_PARAMETER_4
0xC00000F3 STATUS_INVALID_PARAMETER_5
0xC00000F4 STATUS_INVALID_PARAMETER_6
0xC00000F5 STATUS_INVALID_PARAMETER_7
0xC00000F6 STATUS_INVALID_PARAMETER_8
0xC00000F7 STATUS_INVALID_PARAMETER_9
0xC00000F8 STATUS_INVALID_PARAMETER_10
0xC00000F9 STATUS_INVALID_PARAMETER_11
0xC00000FA STATUS_INVALID_PARAMETER_12
0xC00000FB STATUS_REDIRECTOR_NOT_STARTED
0xC00000FC STATUS_REDIRECTOR_STARTED
0xC00000FD STATUS_STACK_OVERFLOW
0xC00000FE STATUS_NO_SUCH_PACKAGE
0xC00000FF STATUS_BAD_FUNCTION_TABLE
0xC0000100 STATUS_VARIABLE_NOT_FOUND
0xC0000101 STATUS_DIRECTORY_NOT_EMPTY
0xC0000102 STATUS_FILE_CORRUPT_ERROR
0xC0000103 STATUS_NOT_A_DIRECTORY
0xC0000104 STATUS_BAD_LOGON_SESSION_STATE
0xC0000105 STATUS_LOGON_SESSION_COLLISION
0xC0000106 STATUS_NAME_TOO_LONG
0xC0000107 STATUS_FILES_OPEN
0xC0000108 STATUS_CONNECTION_IN_USE
0xC0000109 STATUS_MESSAGE_NOT_FOUND
0xC000010A STATUS_PROCESS_IS_TERMINATING
0xC000010B STATUS_INVALID_LOGON_TYPE
